"1303.4645","Hui Zhang","Hui Zhang and Wotao Yin","Gradient methods for convex minimization: better rates under weaker
  conditions","20 pages, 4 figures, typos are corrected, Theorem 2 is new",,,"UCLA CAM Reports 13-17","math.OC cs.IT math.IT math.NA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The convergence behavior of gradient methods for minimizing convex
differentiable functions is one of the core questions in convex optimization.
This paper shows that their well-known complexities can be achieved under
conditions weaker than the commonly accepted ones. We relax the common gradient
Lipschitz-continuity condition and strong convexity condition to ones that hold
only over certain line segments. Specifically, we establish complexities
$O(\frac{R}{\epsilon})$ and $O(\sqrt{\frac{R}{\epsilon}})$ for the ordinary and
accelerate gradient methods, respectively, assuming that $\nabla f$ is
Lipschitz continuous with constant $R$ over the line segment joining $x$ and
$x-\frac{1}{R}\nabla f$ for each $x\in\dom f$. Then we improve them to
$O(\frac{R}{\nu}\log(\frac{1}{\epsilon}))$ and
$O(\sqrt{\frac{R}{\nu}}\log(\frac{1}{\epsilon}))$ for function $f$ that also
satisfies the secant inequality $\ < \nabla f(x), x- x^*\ > \ge \nu\|x-x^*\|^2$
for each $x\in \dom f$ and its projection $x^*$ to the minimizer set of $f$.
The secant condition is also shown to be necessary for the geometric decay of
solution error. Not only are the relaxed conditions met by more functions, the
restrictions give smaller $R$ and larger $\nu$ than they are without the
restrictions and thus lead to better complexity bounds. We apply these results
to sparse optimization and demonstrate a faster algorithm.
","[{""version"":""v1"",""created"":""Tue, 19 Mar 2013 16:03:17 GMT""},{""version"":""v2"",""created"":""Sun, 8 Sep 2013 01:17:22 GMT""}]","2013-09-10"
"1303.4738","\'Alvaro Ribas","\'A. Ribas, B. Mer\'in, H. Bouy, C. Alves de Oliveira, D. R. Ardila,
  E. Puga, \'A. K\'osp\'al, L. Spezzi, N. L. J. Cox, T. Prusti, G. L. Pilbratt,
  Ph. Andr\'e, L. Matr\`a, and R. Vavrek","Identification of transitional disks in Chamaeleon with Herschel","Accepted for publication in A&A: 11 March 2013 11 pages, 15 figures",,"10.1051/0004-6361/201220960",,"astro-ph.EP astro-ph.SR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Transitional disks are circumstellar disks with inner holes that in some
cases are produced by planets and/or substellar companions in these systems.
For this reason, these disks are extremely important for the study of planetary
system formation. The Herschel Space Observatory provides an unique opportunity
for studying the outer regions of protoplanetary disks. In this work we update
previous knowledge on the transitional disks in the Chamaeleon I and II regions
with data from the Herschel Gould Belt Survey. We propose a new method for
transitional disk classification based on the WISE 12 micron-PACS 70 micron
color, together with inspection of the Herschel images. We applied this method
to the population of Class II sources in the Chamaeleon region and studied the
spectral energy distributions of the transitional disks in the sample. We also
built the median spectral energy distribution of Class II objects in these
regions for comparison with transitional disks. The proposed method allows a
clear separation of the known transitional disks from the Class II sources. We
find 6 transitional disks, all previously known, and identify 5 objects
previously thought to be transitional as possibly non-transitional. We find
higher fluxes at the PACS wavelengths in the sample of transitional disks than
those of Class II objects. We show the Herschel 70 micron band to be an
efficient tool for transitional disk identification. The sensitivity and
spatial resolution of Herschel reveals a significant contamination level among
the previously identified transitional disk candidates for the two regions,
which calls for a revision of previous samples of transitional disks in other
regions. The systematic excess found at the PACS bands could be a result of the
mechanism that produces the transitional phase, or an indication of different
evolutionary paths for transitional disks and Class II sources.
","[{""version"":""v1"",""created"":""Tue, 19 Mar 2013 20:00:04 GMT""}]","2013-12-03"
"1303.4739","Adam Amara","Alexandre Refregier and Adam Amara (ETH Zurich)","A Way Forward for Cosmic Shear: Monte-Carlo Control Loops","6 pages, including 1 figure. Accepted to the Physics of the Dark
  Universe Journal",,,,"astro-ph.CO","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Weak lensing by large scale structure or 'cosmic shear' is a potentially
powerful cosmological probe to shed new light on Dark Matter, Dark Energy and
Modified Gravity. It is based on the weak distortions induced by large-scale
structures on the observed shapes of distant galaxies through gravitational
lensing. While the potentials of this purely gravitational effect are great,
results from this technique have been hampered because the measurement of this
weak effect is difficult and limited by systematics effects. In particular, a
demanding step is the measurement of the weak lensing shear from wide field CCD
images of galaxies. We describe the origin of the problem and propose a way
forward for cosmic shear. Our proposed approach is based on Monte-Carlo Control
Loops and draws upon methods widely used in particle physics and engineering.
We describe the control loop scheme and show how it provides a calibration
method based on fast image simulations tuned to reproduce the statistical
properties of a specific cosmic shear data set. Through a series of iterative
loops and diagnostic tests, the Monte Carlo image simulations are made robust
to perturbations on modeling input parameters and thus to systematic effects.
We discuss how this approach can make the problem tractable and unleash to full
potential of cosmic shear for cosmology.
","[{""version"":""v1"",""created"":""Tue, 19 Mar 2013 20:00:04 GMT""},{""version"":""v2"",""created"":""Mon, 10 Mar 2014 11:30:30 GMT""}]","2014-03-11"
"1303.4740","Eugenio Carretta","Eugenio Carretta (1), Raffaele Gratton (2), Angela Bragaglia (1),
  Valentina D'Orazi (3,4) Sara Lucatello (2), Antonio Sollima (1), Chris Sneden
  (5) ((1) INAF-Osservatorio Astronomico di Bologna, (2) INAF-Osservatorio
  Astronomico di Padova, (3) Dept. of Physics and Astronomy, Macquarie
  University, (4) Monash Centre for Astrophysics, (5) University of Texas at
  Austin)","Potassium in globular cluster stars: comparing normal clusters to the
  peculiar cluster NGC 2419","5 pages, 8 figures, 3 tables, uses emulateapj, accepted for
  publication on the Astrophysical Journal",,"10.1088/0004-637X/769/1/40",,"astro-ph.GA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Two independent studies recently uncovered two distinct populations among
giants in the distant, massive globular cluster (GC) NGC 2419. One of these
populations has normal magnesium (Mg) and potassium (K) abundances for halo
stars: enhanced Mg and roughly solar K. The other population has extremely
depleted Mg and very enhanced K. To better anchor the peculiar NGC 2419
chemical composition, we have investigated the behavior of K in a few red giant
branch stars in NGC 6752, NGC 6121, NGC 1904, and omega Cen. To verify that the
high K abundances are intrinsic and not due to some atmospheric features in
giants, we also derived K abundances in less evolved turn-off and subgiant
stars of clusters 47 Tuc, NGC 6752, NGC 6397, and NGC 7099. We normalized the K
abundance as a function of the cluster metallicity using 21 field stars
analyzed in a homogeneous manner. For all GCs of our sample, the stars lie in
the K-Mg abundance plane on the same locus occupied by the Mg-normal population
in NGC 2419 and by field stars. This holds both for giants and less evolved
stars. At present, NGC 2419 seems unique among GCs.
","[{""version"":""v1"",""created"":""Tue, 19 Mar 2013 20:00:05 GMT""}]","2015-06-15"
"1303.4741","Glenn E. Ciolek","Glenn E. Ciolek and Wayne G. Roberge","Molecular Line Emission from Multifluid Shock Waves. I. Numerical
  Methods and Benchmark Tests","To appear in The Astrophysical Journal. 70 pages including 14
  figures. New update corrects some typos found when going over galley proofs",,"10.1088/0004-637X/768/1/78",,"astro-ph.SR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We describe a numerical scheme for studying time-dependent, multifluid,
magnetohydrodynamic shock waves in weakly ionized interstellar clouds and
cores. Shocks are modeled as propagating perpendicular to the magnetic field
and consist of a neutral molecular fluid plus a fluid of ions and electrons.
The scheme is based on operator splitting, wherein time integration of the
governing equations is split into separate parts. In one part independent
homogeneous Riemann problems for the two fluids are solved using Godunov's
method. In the other equations containing the source terms for transfer of
mass, momentum, and energy between the fluids are integrated using standard
numerical techniques. We show that, for the frequent case where the thermal
pressures of the ions and electrons are << magnetic pressure, the Riemann
problems for the neutral and ion-electron fluids have a similar mathematical
structure which facilitates numerical coding. Implementation of the scheme is
discussed and several benchmark tests confirming its accuracy are presented,
including (i) MHD wave packets ranging over orders of magnitude in length and
time scales; (ii) early evolution of mulitfluid shocks caused by two colliding
clouds; and (iii) a multifluid shock with mass transfer between the fluids by
cosmic-ray ionization and ion-electron recombination, demonstrating the effect
of ion mass loading on magnetic precursors of MHD shocks. An exact solution to
a MHD Riemann problem forming the basis for an approximate numerical solver
used in the homogeneous part of our scheme is presented, along with derivations
of the analytic benchmark solutions and tests showing the convergence of the
numerical algorithm.
","[{""version"":""v1"",""created"":""Tue, 19 Mar 2013 20:00:05 GMT""},{""version"":""v2"",""created"":""Thu, 4 Apr 2013 19:11:57 GMT""},{""version"":""v3"",""created"":""Wed, 10 Apr 2013 15:07:07 GMT""}]","2015-06-15"
"1303.4742","Sherry C. C. Yeh","Sherry C. C. Yeh (U of Toronto), Silvia Verdolini (Leiden), Mark R.
  Krumholz (UCSC), Christopher D. Matzner (U of Toronto), and Alexander G. G.
  M. Tielens (Leiden)","Line Emission from Radiation-Pressurized HII Regions I: Internal
  Structure and Line Ratios","8 pages, 4 figures, accepted for publication in ApJ",,"10.1088/0004-637X/769/1/11",,"astro-ph.CO astro-ph.GA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The emission line ratios [OIII]5007/H-beta and [NII]6584/H-alpha have been
adopted as an empirical way to distinguish between the fundamentally different
mechanisms of ionization in emission-line galaxies. However, detailed
interpretation of these diagnostics requires calculations of the internal
structure of the emitting HII regions, and these calculations depend on the
assumptions one makes about the relative importance of radiation pressure and
stellar winds. In this paper we construct a grid of quasi-static HII region
models to explore how choices about these parameters alter HII regions'
emission line ratios. We find that, when radiation pressure is included in our
models, HII regions reach a saturation point beyond which further increases in
the luminosity of the driving stars does not produce any further increase in
effective ionization parameter, and thus does not yield any further alteration
in an HII region's line ratio. We also show that, if stellar winds are assumed
to be strong, the maximum possible ionization parameter is quite low. As a
result of this effect, it is inconsistent to simultaneously assume that HII
regions are wind-blown bubbles and that they have high ionization parameters;
some popular HII region models suffer from this inconsistency. Our work in this
paper provides a foundation for a companion paper in which we embed the model
grids we compute here within a population synthesis code that enables us to
compute the integrated line emission from galactic populations of HII regions.
","[{""version"":""v1"",""created"":""Tue, 19 Mar 2013 20:00:06 GMT""}]","2015-06-15"
"1303.4743","Stefano Covino","S. Covino, A. Melandri, R. Salvaterra, S. Campana, S. D. Vergani, M.G.
  Bernardini, P. D'Avanzo, V. D'Elia, D. Fugazza, G. Ghirlanda, G. Ghisellini,
  A. Gomboc, Z.P. Jin, T. Kruehler, D. Malesani, L. Nava, B. Sbarufatti and G.
  Tagliaferri","Dust extinction for an unbiased sample of GRB afterglows","18 pages, 7 figures, 10 tables, MNRAS, in press",,"10.1093/mnras/stt540",,"astro-ph.HE","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper we compute rest-frame extinctions for the afterglows of a
sample of gamma-ray bursts complete in redshift. The selection criteria of the
sample are based on observational high-energy parameters of the prompt emission
and therefore our sample should not be biased against dusty sight-lines. It is
therefore expected that our inferences hold for the general population of
gamma-ray bursts. Our main result is that the optical/near-infrared extinction
of gamma-ray burst afterglows in our sample does not follow a single
distribution. 87% of the events are absorbed by less than 2 mag, and 50% suffer
from less than 0.3-0.4 mag extinction. The remaining 13% of the afterglows are
highly absorbed. The true percentage of gamma-ray burst afterglows showing high
absorption could be even higher since a fair fraction of the events without
reliable redshift measurement are probably part of this class. These events may
be due to highly dusty molecular clouds/star forming regions associated with
the gamma-ray burst progenitor or along the afterglow line of sight, and/or to
massive dusty host galaxies. No clear evolution in the dust extinction
properties is evident within the redshift range of our sample, although the
largest extinctions are at z~1.5-2, close to the expected peak of the star
formation rate. Those events classified as dark are characterized, on average,
by a higher extinction than typical events in the sample. A correlation between
optical/near-infrared extinction and hydrogen-equivalent column density based
on X-ray studies is shown although the observed NH appears to be well in excess
compared to those observed in the Local Group. Dust extinction does not seem to
correlate with GRB energetics or luminosity.
","[{""version"":""v1"",""created"":""Tue, 19 Mar 2013 20:00:09 GMT""},{""version"":""v2"",""created"":""Fri, 29 Mar 2013 11:05:43 GMT""}]","2015-06-15"
"1303.4744","Angelo Lucia","Toby S. Cubitt, Angelo Lucia, Spyridon Michalakis and David
  Perez-Garcia","Stability of local quantum dissipative systems","38 pages, 3 figures. Final version","Communications in Mathematical Physics: Volume 337, Issue 3
  (2015), Page 1275-1315","10.1007/s00220-015-2355-3",,"quant-ph math-ph math.MP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Open quantum systems weakly coupled to the environment are modeled by
completely positive, trace preserving semigroups of linear maps. The generators
of such evolutions are called Lindbladians. In the setting of quantum many-body
systems on a lattice it is natural to consider Lindbladians that decompose into
a sum of local interactions with decreasing strength with respect to the size
of their support. For both practical and theoretical reasons, it is crucial to
estimate the impact that perturbations in the generating Lindbladian, arising
as noise or errors, can have on the evolution. These local perturbations are
potentially unbounded, but constrained to respect the underlying lattice
structure. We show that even for polynomially decaying errors in the
Lindbladian, local observables and correlation functions are stable if the
unperturbed Lindbladian has a unique fixed point and a mixing time which scales
logarithmically with the system size. The proof relies on Lieb-Robinson bounds,
which describe a finite group velocity for propagation of information in local
systems. As a main example, we prove that classical Glauber dynamics is stable
under local perturbations, including perturbations in the transition rates
which may not preserve detailed balance.
","[{""version"":""v1"",""created"":""Tue, 19 Mar 2013 20:00:13 GMT""},{""version"":""v2"",""created"":""Mon, 14 Oct 2013 18:46:57 GMT""},{""version"":""v3"",""created"":""Mon, 29 Sep 2014 14:22:21 GMT""},{""version"":""v4"",""created"":""Tue, 28 Apr 2015 12:37:35 GMT""}]","2015-04-29"
"1303.4745","Gareth Conduit","G.J. Conduit, C.J. Pedder, A.G. Green","Fluctuation-induced pair density wave in itinerant ferromagnets","Accepted for publication in Phys Rev B Rapid Communications",,"10.1103/PhysRevB.87.121112",,"cond-mat.str-el","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Magnetic fluctuations near to quantum criticality can have profound effects.
They lead to characteristic scaling at high temperature which may ultimately
give way to a reconstruction of the phase diagram and the formation of new
phases at low temperatures. The ferromagnet UGe2 is unstable to p-wave
superconducting order -- an effect presaged by the superfluidity in He3 --
whereas in CeFePO fluctuations drive the formation of spiral magnetic order.
Here we develop a general quantum order-by-disorder description of these
systems that encompasses both of these instabilities within a unified
framework. This allows us to demonstrate that in fact these instabilities
intertwine to form a new phase, a pair density wave.
","[{""version"":""v1"",""created"":""Tue, 19 Mar 2013 20:02:27 GMT""}]","2015-06-15"
"1303.4746","Joshua Wiener","Joshua Wiener, S Peng Oh, Fulai Guo","Cosmic Ray Streaming in Clusters of Galaxies",,,"10.1093/mnras/stt1163",,"astro-ph.HE","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The observed bimodality in radio luminosity in galaxy clusters is puzzling.
We investigate the possibility that cosmic-ray (CR) streaming in the
intra-cluster medium can 'switch off' hadronically induced radio and gamma-ray
emission. For self-confined CRs, this depends on the source of MHD wave
damping: if only non-linear Landau damping operates, then CRs stream on the
slow Alfvenic timescale, but if turbulent wave damping operates, super-Alfvenic
streaming is possible. As turbulence increases, it promotes outward streaming
more than it enables inward turbulent advection. Curiously, the CR flux is
independent of $\nabla f$ (as long as it is non-zero) and depends only on
plasma parameters; this enables radio halos with flat inferred CR profiles to
turn off. We perform 1D time-dependent calculations of a radio mini-halo
(Perseus) and giant radio halo (Coma) and find that both diminish in radio
luminosity by an order of magnitude in several hundred Myr, given plausible
estimates for the magnetic field in the outskirts of the cluster. Due to the
energy dependence of CR streaming, spectral curvature develops, and radio halos
turn off more slowly at low frequencies -- properties consistent with
observations. Similarly, CR streaming rapidly turns off gamma-ray emission at
the high-energies probed by Cherenkov telescopes, but not at the low energies
probed by Fermi. CR mediated wave-heating of the ICM is unaffected, as it is
dominated by ~GeV CRs which stream Alfvenically.
","[{""version"":""v1"",""created"":""Tue, 19 Mar 2013 20:02:45 GMT""}]","2015-06-15"
"1303.4747","Jayanti Prasad","Gaurav Goswami and Jayanti Prasad","Maximum Entropy deconvolution of Primordial Power Spectrum","24 Pages, 13 Figures and 1 Table, Comments Welcome","Phys. Rev. D 88, 023522 (2013)","10.1103/PhysRevD.88.023522",,"astro-ph.CO","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  It is well known that CMB temperature anisotropies and polarization can be
used to probe the metric perturbations in the early universe. Presently, there
exist neither any observational detection of tensor modes of primordial metric
perturbations nor of primordial non-Gaussianity. In such a scenario, primordial
power spectrum of scalar metric perturbations is the only correlation function
of metric perturbations (presumably generated during inflation) whose effects
can be directly probed through various observations. To explore the possibility
of any deviations from the simplest picture of the era of cosmic inflation in
the early universe, it thus becomes extremely important to uncover the
amplitude and shape of this (only available) correlation sufficiently well. In
the present work, we attempt to reconstruct the primordial power spectrum of
scalar metric perturbations using the binned (uncorrelated) CMB temperature
anisotropies data using the Maximum Entropy Method (MEM) to solve the
corresponding inverse problem. Our analysis shows that, given the current CMB
data, there are no convincing reasons to believe that the primordial power
spectrum of scalar metric perturbations has any significant features.
","[{""version"":""v1"",""created"":""Tue, 19 Mar 2013 20:04:27 GMT""}]","2013-07-23"
"1303.4748","Deepak Naidu","Paul Bruillard, C\'esar Galindo, Seung-Moon Hong, Yevgenia Kashina,
  Deepak Naidu, Sonia Natale, Julia Yael Plavnik, Eric. C. Rowell","Classification of integral modular categories of Frobenius-Perron
  dimension pq^4 and p^2q^2","13 pages",,,,"math.QA math.RT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We classify integral modular categories of dimension pq^4 and p^2q^2 where p
and q are distinct primes. We show that such categories are always
group-theoretical except for categories of dimension 4q^2. In these cases there
are well-known examples of non-group-theoretical categories, coming from
centers of Tambara-Yamagami categories and quantum groups. We show that a
non-group-theoretical integral modular category of dimension 4q^2 is equivalent
to either one of these well-known examples or is of dimension 36 and is
twist-equivalent to fusion categories arising from a certain quantum group.
","[{""version"":""v1"",""created"":""Tue, 19 Mar 2013 20:05:55 GMT""}]","2013-03-21"
"1303.4749","Ulrich Aschauer","Ulrich Aschauer, Reto Pfenninger, Sverre M. Selbach, Tor Grande and
  Nicola A. Spaldin","Strain controlled oxygen vacancy formation and ordering in CaMnO$_3$","7 pages, 7 figures",,"10.1103/PhysRevB.88.054111",,"cond-mat.mtrl-sci","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We use first-principles calculations to investigate the stability of
bi-axially strained \textit{Pnma} perovskite CaMnO$_3$ towards the formation of
oxygen vacancies. Our motivation is provided by promising indications that
novel material properties can be engineered by application of strain through
coherent heteroepitaxy in thin films. While it is usually assumed that such
epitaxial strain is accommodated primarily by changes in intrinsic lattice
constants, point defect formation is also a likely strain relaxation mechanism.
This is particularly true at the large strain magnitudes ($>$4%) which
first-principles calculations often suggest are required to induce new
functionalities. We find a strong dependence of oxygen vacancy defect formation
energy on strain, with tensile strain lowering the formation energy consistent
with the increasing molar volume with increasing oxygen deficiency. In
addition, we find that strain differentiates the formation energy for different
lattice sites, suggesting its use as a route to engineering vacancy ordering in
epitaxial thin films.
","[{""version"":""v1"",""created"":""Tue, 19 Mar 2013 20:13:31 GMT""}]","2013-08-28"
"1303.4750","Keshav Dasgupta","Fang Chen, Keshav Dasgupta, Joshua M. Lapan, Jihye Seo and Radu Tatar","Gauge/Gravity Duality in Heterotic String Theory","69 pages, 15 eps figures, LaTeX JHEP style; v2: Some sections
  expanded, tables and typos fixed and references updated; v3: Typos corrected,
  references and a new appendix added. Final version to appear in Phys. Rev D",,"10.1103/PhysRevD.88.066003","NSF-KITP-13-038, LTH-973","hep-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Gravity duals for little string theories --- which give rise to
four-dimensional theories that undergo permanent confinement in the infrared
--- have not been studied in great detail. We address this question in the
framework of heterotic SO(32) and E_8 x E_8 string theory, constructing these
backgrounds by wrapping heterotic five-branes on calibrated two-cycles of
non-Kahler resolved conifolds. Related to deformations of the underlying little
string theories, we find numerous analytic solutions preserving N = 1
supersymmetry in four-dimensions. These theories all have non-abelian global
symmetries that generally arise from both the heterotic vector bundle and from
certain orbifold states. In the decoupling limit, we argue that the gravity
duals are given by non-Kahler manifolds that have both blown-up two-cycles and
three-cycles at the origin. We argue this following certain duality sequences
that include M-theory torsional manifolds at an intermediate step, which help
us to construct new type I' gauge/gravity duality pairs. In the M-theory
duality frame, we also elucidate new sequences of flips and flops.
","[{""version"":""v1"",""created"":""Tue, 19 Mar 2013 20:13:34 GMT""},{""version"":""v2"",""created"":""Mon, 15 Apr 2013 20:58:05 GMT""},{""version"":""v3"",""created"":""Mon, 19 Aug 2013 19:45:24 GMT""}]","2013-09-11"
"1303.4751","Milica Mi\'ci\'c","Milica Micic, Simon C.O. Glover, Robi Banerjee, Ralf S. Klessen","Cloud formation in colliding flows: influence of the choice of cooling
  function","12 pages, 8 figures; accepted for publication in MNRAS",,"10.1093/mnras/stt489",,"astro-ph.GA astro-ph.SR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We study the influence of the choice of cooling function on the formation of
molecular clouds in high-resolution three-dimensional simulations of converging
flows. We directly compare the results obtained using the simple, parametrized
cooling function introduced by Koyama & Inutsuka (2002) and used by a number of
converging flow studies with the results of the detailed calculation of the
non-equilibrium chemistry and thermal balance of the gas. We find that a number
of the cloud properties, such as the mass and volume filling fractions of cold
gas, are relatively insensitive to the choice of cooling function. On the other
hand, the cloud morphology and the large-scale velocity distribution of the gas
do strongly depend on the cooling function. We show that the differences that
we see can largely be explained by differences in the way that Lyman-alpha
cooling is treated in the two complementary approaches, and that a proper
non-equilibrium treatment of the ionisation and recombination of the gas is
necessary in order to model the high-temperature cooling correctly.
  We also investigate the properties of the dense clumps formed within the
cloud. In agreement with previous models, we find that the majority of these
clumps are not self-gravitating, suggesting that some form of large-scale
collapse of the cloud may be required in order to produce gravitationally
unstable clumps and hence stars. Overall, the physical properties of the dense
clumps are similar in both simulations, suggesting that they do not depend
strongly on the choice of cooling function. However, we do find a systematic
difference of around 10K in the mean temperatures of the clumps produced by the
two models.
","[{""version"":""v1"",""created"":""Tue, 19 Mar 2013 20:14:30 GMT""}]","2015-06-15"
"1303.4752","Norbert Bodendorfer","Norbert Bodendorfer, Yasha Neiman","Imaginary action, spinfoam asymptotics and the 'transplanckian' regime
  of loop quantum gravity","23 pages, 5 figures; v2: journal version, section 3 rewritten, minor
  clarifications","Class. Quantum Grav. 30 (2013) 195018","10.1088/0264-9381/30/19/195018","IGC-13/3-2","gr-qc hep-th math-ph math.MP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  It was recently noted that the on-shell Einstein-Hilbert action with
York-Gibbons-Hawking boundary term has an imaginary part, proportional to the
area of the codimension-2 surfaces on which the boundary normal becomes null.
We discuss the extension of this result to first-order formulations of gravity.
As a side effect, we settle the issue of the Holst modification vs. the
Nieh-Yan density by demanding a variational principle with suitable boundary
conditions. We then set out to find the imaginary action in the large-spin
4-simplex limit of the Lorentzian EPRL/FK spinfoam. It turns out that the
spinfoam's effective action indeed has the correct imaginary part, but only if
the Barbero-Immirzi parameter is set to +/- i after the quantum calculation. We
point out an agreement between this effective action and a recent black hole
state-counting calculation in the same limit. Finally, we propose that the
large-spin limit of loop quantum gravity can be viewed as a high-energy
'transplanckian' regime.
","[{""version"":""v1"",""created"":""Tue, 19 Mar 2013 20:16:26 GMT""},{""version"":""v2"",""created"":""Thu, 12 Sep 2013 12:40:12 GMT""}]","2013-09-13"
"1303.4753","Mat\v{e}j Tu\v{s}ek","David Krejcirik, Nicolas Raymond, Matej Tusek","The magnetic Laplacian in shrinking tubular neighbourhoods of
  hypersurfaces",,"J. Geom. Anal. 25 (2015), 2546-2564",,,"math-ph math.DG math.MP math.SP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The Dirichlet Laplacian between two parallel hypersurfaces in Euclidean
spaces of any dimension in the presence of a magnetic field is considered in
the limit when the distance between the hypersurfaces tends to zero. We show
that the Laplacian converges in a norm-resolvent sense to a Schroedinger
operator on the limiting hypersurface whose electromagnetic potential is
expressed in terms of principal curvatures and the projection of the ambient
vector potential to the hypersurface. As an application, we obtain an effective
approximation of bound-state energies and eigenfunctions in thin quantum
layers.
","[{""version"":""v1"",""created"":""Tue, 19 Mar 2013 20:27:16 GMT""}]","2015-12-04"
"1303.4754","Valentin Koverya","A. A. Shablo, V. P. Koverya and S. I. Bondarenko","The displacement and annihilation of macroscopic regions with
  hypervortices in ceramic YBa2Cu3O7-x","5 pages, 5 figures","Low Temperature Physics 36 (2010) 110-114","10.1063/1.3294478",,"cond-mat.supr-con","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Features of the controllable displacement, annihilation, and transformation
of macroscopic regions of a weak frozen magnetic field (FMF) have been
experimentally studied in a plate of granulated ceramic YBa2Cu3O7-x under the
action of the transport current flowing through it. It is shown that the
displacement of regions with an FMF lower than the first critical field of the
ceramic granules (Hc1g) is associated with a relatively weak pinning force of
the hypervortices that is less than the maximum experimentally attainable
Lorenz force. A discussion is presented of the role of the transport current
that not only is one of the conditions for the appearance of the Lorenz force
but also acts on the internal current structure of the local FMF, which in turn
influences its mobility and magnitude. If a local field greater than Hc1g is
frozen in, the experimentally produced Lorenz force is less than the pinning
force of the Abrikosov vortices in the mixed state of the granules, and there
is no displacement of the regions with an FMF.
","[{""version"":""v1"",""created"":""Tue, 19 Mar 2013 20:30:40 GMT""}]","2013-03-21"
"1303.4755","Sascha Preu","S. Preu, M. Mittendorff, S. Winnerl, H. Lu, A. C. Gossard, and H. B.
  Weber","Ultra-fast transistor-based detectors for precise timing of near
  infrared and THz signals","8 pages, 4 figures","Optics Express, Vol. 21, Issue 15, pp. 17941-17950 (2013)","10.1364/OE.21.017941",,"physics.optics","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  A whole class of two-color experiments involves intense, short Terahertz
radiation pulses. A fast detector that is sensitive and able to resolve both
near-infrared and Terahertz pulses at the same time is highly desirable. Here
we present the first detector of this kind. The detector element is a
GaAs-based field effect transistor operated at room temperature. THz detection
is successfully demonstrated at frequencies up to 4.9 THz. The THz detection
time constant is shorter than 30 ps, the optical time constant is 150 ps. This
detector is ideally suited for precise, simultaneous resolution of optical and
THz pulses and for pulse characterization of high-power THz pulses up to tens
of kW peak power levels. The dynamic range of the detector was as large as 65
$\pm$ 3 dB/$\sqrt{Hz}$, enabling applications in a large variety of experiments
and setups, also including table-top systems.
","[{""version"":""v1"",""created"":""Tue, 19 Mar 2013 20:32:26 GMT""}]","2013-08-14"
